timestamp,value
12/06/2025 11:56,98.8
12/06/2025 08:51,37.7
12/06/2025 01:31,11.9
12/06/2025 16:07,9.5
12/06/2025 17:33,95
12/06/2025 23:37,25.5
12/06/2025 17:46,6.6
12/06/2025 22:54,69
12/06/2025 19:03,35.5
12/06/2025 23:39,97
12/06/2025 19:03,3.6
12/06/2025 00:30,57.9
12/06/2025 05:21,37
12/06/2025 06:25,99.7
12/06/2025 23:59,83.1
12/06/2025 07:56,17.2
12/06/2025 20:19,61.5
12/06/2025 16:58,11.5
12/06/2025 14:52,69.8
12/06/2025 09:51,35.6
12/06/2025 17:13,79.3
12/06/2025 08:07,90.2
12/06/2025 04:21,26.4
12/06/2025 07:18,22.6
12/06/2025 16:35,95.3
12/06/2025 01:46,97.3
12/06/2025 07:11,2.8
12/06/2025 08:59,53.6
12/06/2025 19:07,26.9
12/06/2025 07:22,35.7
12/06/2025 02:15,60.1
12/06/2025 04:52,17.3
12/06/2025 08:57,71.5
12/06/2025 06:27,15.4
12/06/2025 18:23,82
12/06/2025 05:05,7
12/06/2025 22:44,31.4
12/06/2025 17:05,61.5
12/06/2025 23:26,90.5
12/06/2025 13:01,88.8
12/06/2025 12:07,77.9
12/06/2025 22:35,95.9
12/06/2025 16:44,67.3
12/06/2025 14:16,97.1
12/06/2025 14:35,3.5
12/06/2025 04:45,45.8
12/06/2025 01:58,56.5
12/06/2025 20:59,15.5
12/06/2025 03:28,84.7
12/06/2025 12:32,53.5
12/06/2025 00:26,62.3
12/06/2025 01:26,9.8
12/06/2025 19:41,21.2
12/06/2025 22:00,82.2
12/06/2025 04:44,63
12/06/2025 05:36,41.6
12/06/2025 11:03,33.2
12/06/2025 17:29,97.7
12/06/2025 12:52,47.5
12/06/2025 20:16,41.8
12/06/2025 06:10,54.7
12/06/2025 17:31,13.1
12/06/2025 21:37,10.9
12/06/2025 16:32,46.1
12/06/2025 06:16,68.8
12/06/2025 04:50,34.6
12/06/2025 22:13,86.4
12/06/2025 02:36,70.3
12/06/2025 08:00,30.4
12/06/2025 13:41,8.7
12/06/2025 19:54,63.5
12/06/2025 08:06,57.9
12/06/2025 04:35,15.7
12/06/2025 17:07,13.3
12/06/2025 09:49,2.7
12/06/2025 05:08,58.3
12/06/2025 18:26,11.8
12/06/2025 08:46,97.1
12/06/2025 16:16,38.5
12/06/2025 18:09,50.6
12/06/2025 09:41,37.3
12/06/2025 16:32,54.7
12/06/2025 21:19,9.3
12/06/2025 15:42,2.9
12/06/2025 04:18,4.4
12/06/2025 23:41,17.2
12/06/2025 00:32,36.8
12/06/2025 11:14,6.7
12/06/2025 16:01,57
12/06/2025 08:43,10.5
12/06/2025 01:04,0.9
12/06/2025 13:09,12.4
12/06/2025 00:51,14.9
12/06/2025 03:01,61.2
12/06/2025 13:26,52
12/06/2025 19:04,15.3
12/06/2025 18:46,45
12/06/2025 05:13,51.4
12/06/2025 23:58,50.8
12/06/2025 17:57,77.4
12/06/2025 16:09,14.2
12/06/2025 13:15,81.5
12/06/2025 11:06,77.6
12/06/2025 22:25,88.5
12/06/2025 11:13,47.7
12/06/2025 18:11,18
12/06/2025 23:22,88.3
12/06/2025 00:18,98.4
12/06/2025 12:44,83.8
12/06/2025 10:13,20.3
12/06/2025 17:06,25
12/06/2025 21:29,40.4
12/06/2025 04:05,3.9
12/06/2025 21:15,81.5
12/06/2025 07:21,61.3
12/06/2025 11:42,98.6
12/06/2025 02:38,57.8
12/06/2025 18:45,18.7
12/06/2025 03:56,49.4
12/06/2025 23:25,99.4
12/06/2025 03:44,28.4
12/06/2025 02:52,7.1
12/06/2025 05:38,82.4
12/06/2025 08:35,31.8
12/06/2025 20:10,94
12/06/2025 04:17,19.5
12/06/2025 11:51,85.1
12/06/2025 07:27,11.6
12/06/2025 13:53,24.4
12/06/2025 17:00,11.2
12/06/2025 18:12,16.8
12/06/2025 01:57,75
12/06/2025 15:15,42
12/06/2025 04:19,65.1
12/06/2025 10:41,70.2
12/06/2025 02:38,34.6
12/06/2025 18:50,11.6
12/06/2025 11:09,72.9
12/06/2025 21:56,57.3
12/06/2025 15:33,91.5
12/06/2025 01:54,97.5
12/06/2025 13:56,31.3
12/06/2025 05:00,43.4
12/06/2025 08:32,89.6
12/06/2025 08:01,65.5
12/06/2025 02:36,75.9
12/06/2025 23:53,97.9
12/06/2025 20:38,18.7
12/06/2025 16:25,99
12/06/2025 17:20,80.7
12/06/2025 14:20,47.1
12/06/2025 16:55,59.4
12/06/2025 01:28,92.3
12/06/2025 11:34,63.5
12/06/2025 07:26,92.9
12/06/2025 12:53,53.9
12/06/2025 15:58,77.5
12/06/2025 05:06,56.3
12/06/2025 14:19,25.4
12/06/2025 16:49,30.7
12/06/2025 03:56,44.6
12/06/2025 20:23,61.7
12/06/2025 08:44,85.5
12/06/2025 22:43,67.9
12/06/2025 02:39,92.7
12/06/2025 15:11,61.8
12/06/2025 18:43,44.4
12/06/2025 12:36,63.7
12/06/2025 01:59,72.5
12/06/2025 01:39,25.7
12/06/2025 07:06,71.8
12/06/2025 12:42,60.3
12/06/2025 07:56,52.4
12/06/2025 10:07,40.8
12/06/2025 13:35,73
12/06/2025 04:47,82.1
12/06/2025 11:39,16.7
12/06/2025 05:25,89
12/06/2025 07:16,22.6
12/06/2025 20:47,37.8
12/06/2025 21:38,46.9
12/06/2025 08:34,36
12/06/2025 10:10,77.3
12/06/2025 18:44,52.7
12/06/2025 05:04,14.4
12/06/2025 04:30,33.9
12/06/2025 09:35,19.5
12/06/2025 12:43,11.3
12/06/2025 22:14,8.8
12/06/2025 00:18,65.1
12/06/2025 10:23,44.6
12/06/2025 20:35,50.9
12/06/2025 13:27,64.7
12/06/2025 07:31,77.8
12/06/2025 05:51,40.2
12/06/2025 05:04,36.6
12/06/2025 05:02,98.3
12/06/2025 22:00,88.3
12/06/2025 14:53,7.8
12/06/2025 01:22,47.3
12/06/2025 09:33,20.2
12/06/2025 18:22,14.5
12/06/2025 09:13,59.3
12/06/2025 04:30,7.1
12/06/2025 05:40,81.5
12/06/2025 17:26,63.6
12/06/2025 03:26,0.3
12/06/2025 19:06,53.5
12/06/2025 04:36,31.7
12/06/2025 01:37,1.5
12/06/2025 01:27,76.6
12/06/2025 23:32,43
12/06/2025 04:45,7.7
12/06/2025 06:14,18.1
12/06/2025 08:35,16.7
12/06/2025 01:07,95.1
12/06/2025 08:36,57.1
12/06/2025 14:04,9.1
12/06/2025 20:00,43.2
12/06/2025 03:06,87.6
12/06/2025 11:00,15.6
12/06/2025 20:18,51.4
12/06/2025 18:59,13.5
12/06/2025 05:49,91.1
12/06/2025 20:05,32.6
12/06/2025 19:49,18.1
12/06/2025 10:15,92.4
12/06/2025 14:54,13.4
12/06/2025 04:09,6.6
12/06/2025 09:08,15
12/06/2025 13:28,76.6
12/06/2025 14:13,29.5
12/06/2025 23:45,91.1
12/06/2025 05:53,52.1
12/06/2025 01:25,9.2
12/06/2025 06:04,41.6
12/06/2025 06:21,81
12/06/2025 17:24,62.4
12/06/2025 10:29,49.2
12/06/2025 06:29,76.6
12/06/2025 23:58,50.9
12/06/2025 16:04,37.1
